aluno_id,escola_id,professor_id,exper_prof,faltas,nota_port,nota_matem,aluno_sexo,aluno_negro,professor_branco,alimentacao,escola_urbana,escola_rural
15592,209510,20951003,13,6,456,463,1,0,1,0,0,1
15593,221574,22157404,2,3,391,405,0,1,1,1,0,1
15594,209510,20951003,13,9,463,489,0,0,1,0,0,1
15596,221571,22157104,21,21,411,449,1,1,1,0,0,1
15597,221571,22157105,7,11,410,384,1,0,1,0,0,1
15598,221571,22157104,21,1,422,459,1,1,1,1,0,1
15599,221571,22157101,3,19,416,423,1,0,0,0,0,1
15600,221571,22157101,3,14,405,429,1,0,0,0,0,1
15601,208501,20850103,12,3,425,478,1,0,1,0,0,1
15602,209510,20951003,13,1,431,463,0,0,1,0,0,1
15603,212522,21252205,4,9,414,454,1,0,1,1,1,0
15604,225585,22558501,13,6,427,520,1,0,1,0,0,1
15605,176329,17632904,21,0,451,473,1,0,1,1,0,1
15606,231616,23161601,12,1,453,506,0,0,1,1,0,1
15607,162184,16218401,4,4,436,468,0,0,1,0,0,1
15608,231616,23161602,9,0,434,513,0,0,1,1,0,1
15609,231616,23161602,9,2,434,513,0,0,1,1,0,1
15610,230612,23061202,4,12,445,559,1,0,1,1,0,1
15611,162184,16218402,5,9,436,459,1,0,1,0,0,1
15612,261927,26192704,11,11,425,484,1,0,1,0,0,1
15613,130085,13008503,8,2,458,559,0,0,1,0,0,0
15615,234628,23462801,9,6,451,602,0,0,1,0,0,1
15616,234628,23462805,8,11,419,484,0,0,1,0,0,1
15617,234628,23462803,9,32,402,468,0,0,1,1,0,1
15618,234628,23462804,10,16,440,513,0,0,1,0,0,1
15619,164198,16419802,12,12,443,506,1,0,1,0,0,1
15622,123056,12305601,4,0,448,489,1,0,1,1,0,1
15625,244776,24477601,6,44,447,520,1,1,1,0,1,0
15626,166203,16620302,13,15,428,484,1,0,1,1,1,0
15627,244818,24481804,9,8,421,484,1,1,0,0,1,0
15628,244774,24477402,6,0,413,459,0,1,0,1,1,0
15629,244745,24474502,14,3,465,559,0,0,0,1,0,0
15630,244831,24483102,18,5,433,500,0,0,0,0,0,0
15631,244776,24477602,8,16,384,405,1,1,1,1,1,0
15632,244776,24477601,6,10,407,399,1,1,1,0,1,0
15633,244774,24477401,0,NA,403,439,0,1,1,1,1,0
15634,244818,24481803,11,9,388,392,1,1,1,1,1,0
15635,244755,24475507,3,3,538,602,0,1,0,1,1,0
15636,244799,24479901,10,1,433,513,1,1,1,0,0,0
15638,244806,24480602,20,1,451,506,0,1,0,1,1,0
15639,244723,24472304,6,33,393,454,0,1,1,1,1,0
15640,215533,21553303,6,16,413,463,1,0,1,1,0,1
15641,244697,24469704,22,0,405,399,0,1,1,1,1,0
15642,244727,24472703,12,2,403,429,1,1,0,0,0,0
15645,244727,24472704,1,0,427,468,0,1,0,0,0,0
15647,230612,23061203,6,13,451,536,0,0,1,0,0,1
15648,244697,24469701,6,2,398,459,1,1,1,1,1,0
15650,244776,24477603,5,10,408,429,1,1,0,1,1,0
15651,244745,24474502,14,3,480,547,0,0,0,0,0,0
15653,244755,24475502,7,18,437,484,0,1,1,1,1,0
15654,252885,25288503,5,3,425,484,0,0,1,0,0,1
15655,252885,25288502,10,1,455,489,1,0,1,0,0,1
15656,252885,25288503,5,1,439,513,1,0,1,0,0,1
15658,216536,21653601,2,14,445,513,0,0,1,0,0,1
15659,216536,21653601,2,0,439,494,1,0,1,1,0,1
15660,216536,21653602,13,3,410,478,1,0,1,0,0,1
15661,257905,25790505,14,19,460,484,0,0,1,1,1,0
15662,253888,25388801,13,15,418,449,1,0,1,1,0,1
15663,257899,25789905,12,13,418,423,1,0,1,0,0,1
15665,257905,25790502,14,1,439,494,1,0,1,1,1,0
15666,257905,25790504,5,15,447,468,1,0,1,0,1,0
15668,257905,25790507,11,7,445,444,1,0,1,0,1,0
15669,257899,25789905,12,13,418,468,1,0,1,1,0,1
15670,257905,25790505,14,16,443,459,0,1,1,0,1,0
15672,253888,25388801,13,2,463,576,1,0,1,0,0,1
15673,257899,25789904,12,20,453,520,0,0,1,1,0,1
15674,257905,25790507,11,28,397,423,0,0,1,1,1,0
15675,257899,25789905,12,7,437,478,1,0,1,1,0,1
15676,257905,25790506,8,6,425,449,1,0,1,0,1,0
15677,257899,25789904,12,13,447,528,1,0,1,1,0,1
15678,253888,25388801,13,22,425,528,0,0,1,1,0,1
15679,257905,25790506,8,14,451,500,1,0,1,0,1,0
15680,257905,25790504,5,3,424,449,1,0,1,0,1,0
15681,257905,25790506,8,6,424,439,1,0,1,1,1,0
15682,257905,25790507,11,9,463,459,0,0,1,0,1,0
15683,257905,25790504,5,11,492,494,0,0,1,0,1,0
15684,257905,25790507,11,10,497,500,0,0,1,0,1,0
15685,257905,25790503,13,9,455,484,1,0,1,1,1,0
15686,257899,25789901,13,2,434,494,1,0,1,0,0,1
15687,257905,25790503,13,14,436,454,1,0,1,0,1,0
15688,257899,25789901,13,11,470,478,0,0,1,0,0,1
15689,261927,26192702,13,19,439,528,0,0,1,0,0,1
15690,261927,26192702,13,24,476,576,0,0,1,0,0,1
15691,221574,22157404,2,18,416,478,1,0,1,0,0,1
15692,221574,22157403,8,0,393,478,0,0,1,0,0,1
15693,216536,21653605,1,19,410,520,1,0,1,0,0,1
15695,112038,11203801,12,8,395,418,0,0,1,0,1,0
15697,130085,13008501,22,3,422,473,1,0,1,0,0,0
15699,130085,13008502,7,4,428,449,0,0,1,1,0,0
15701,128068,12806803,11,16,456,478,0,0,1,0,0,1
15702,130085,13008504,11,4,410,459,1,0,1,0,0,0
15703,130085,13008502,7,5,450,528,1,0,1,0,0,0
15704,128068,12806803,11,0,425,494,1,0,1,0,0,1
15705,130085,13008501,22,5,433,454,0,0,1,0,0,0
15706,205492,20549202,3,4,518,626,1,1,1,1,0,0
15707,130085,13008504,11,15,400,384,1,1,1,0,0,0
15709,257905,25790506,8,11,413,434,1,0,1,1,1,0
15710,161183,16118304,10,19,421,429,0,0,1,0,0,1
15711,161176,16117601,20,10,407,513,1,0,1,1,0,1
15712,161183,16118305,8,2,410,429,1,0,1,1,0,1
15713,161183,16118305,8,9,448,489,1,0,1,0,0,1
15714,161183,16118306,16,11,474,536,1,0,1,1,0,1
15715,161183,16118305,8,5,470,513,1,0,1,0,0,1
15716,161176,16117602,2,8,451,484,1,0,1,0,0,1
15717,161176,16117603,6,13,418,484,1,0,1,0,0,1
15718,161183,16118305,8,5,527,506,0,0,1,0,0,1
15719,161176,16117603,6,3,416,536,1,0,1,0,0,1
15720,162184,16218402,5,8,430,484,1,0,1,1,0,1
15721,166203,16620304,1,3,463,547,1,0,1,0,1,0
15722,166203,16620304,1,10,503,602,0,0,1,0,1,0
15724,166203,16620301,11,3,434,449,1,1,1,0,1,0
15725,166203,16620301,11,30,434,478,0,0,1,0,1,0
15726,112038,11203802,6,21,402,405,1,1,1,0,1,0
15727,165199,16519903,12,8,400,454,1,0,1,1,1,0
15728,166203,16620302,13,7,411,454,1,1,1,1,1,0
15729,259915,25991503,5,8,425,536,0,0,1,0,0,1
15730,123056,12305602,6,6,434,484,1,0,1,0,0,1
15731,168214,16821402,6,2,492,536,1,0,1,1,0,1
15732,208503,20850302,8,2,428,489,0,0,1,0,0,1
15733,208503,20850303,3,6,428,489,0,0,1,0,0,1
15734,168211,16821102,27,3,410,459,0,0,1,0,0,1
15736,259915,25991501,11,6,451,520,0,0,1,0,0,1
15737,168214,16821403,16,7,434,506,0,0,1,1,0,1
15738,259915,25991503,5,20,413,429,1,0,1,0,0,1
15740,168211,16821103,15,5,463,536,0,0,1,0,0,1
15742,162184,16218401,4,7,439,506,0,0,1,1,0,1
15743,168211,16821102,27,3,425,489,1,0,1,0,0,1
15744,259915,25991501,11,79,428,444,1,0,1,0,0,1
15747,161183,16118303,6,4,478,626,1,0,1,1,0,1
15748,169229,16922907,12,15,463,506,0,0,1,0,0,0
15750,169219,16921903,18,11,408,454,1,0,1,0,0,0
15751,264945,26494502,3,3,467,520,0,0,1,0,0,0
15753,169229,16922906,16,1,476,513,0,0,0,0,0,0
15754,169229,16922901,15,5,463,559,1,0,1,0,0,0
15755,264945,26494501,17,5,447,528,1,0,1,0,0,0
15756,169229,16922904,5,7,437,468,1,0,0,0,0,0
15757,169219,16921902,12,7,455,468,1,0,1,0,0,0
15758,189378,18937801,17,12,431,444,1,0,1,0,0,1
15760,264945,26494501,17,11,442,528,1,0,1,0,0,0
15761,169219,16921903,18,2,460,484,0,0,1,0,0,0
15763,201449,20144904,7,1,497,576,1,0,1,0,0,1
15764,201449,20144903,6,8,428,463,1,1,1,0,0,1
15766,169219,16921902,12,18,410,444,0,0,1,0,0,0
15768,264945,26494503,3,36,451,520,1,0,1,0,0,0
15770,169229,16922903,13,7,485,520,0,0,1,0,0,0
15771,169219,16921902,12,3,427,478,0,0,1,0,0,0
15772,209510,20951001,8,8,398,429,1,0,0,0,0,1
15773,264945,26494502,3,8,467,494,0,0,1,0,0,0
15776,169231,16923103,3,5,410,468,0,1,0,0,1,0
15777,264945,26494505,8,9,458,520,0,0,1,0,0,0
15778,264945,26494502,3,5,460,547,0,0,1,0,0,0
15780,169231,16923103,3,2,408,468,0,0,0,1,1,0
15781,264945,26494505,8,3,448,484,1,0,1,0,0,0
15782,216536,21653602,13,14,411,449,0,0,1,0,0,1
15783,169280,16928001,12,6,418,484,0,0,1,0,0,0
15786,262937,26293702,15,8,580,626,0,0,1,0,0,0
15787,201449,20144902,12,8,456,528,1,0,1,0,0,1
15788,169231,16923102,9,19,413,449,1,1,1,0,1,0
15789,169231,16923101,9,7,407,468,0,0,1,1,1,0
15790,209510,20951001,8,17,418,454,0,0,0,1,0,1
15791,173312,17331201,11,18,492,547,1,0,1,0,0,1
15792,173312,17331203,13,11,410,405,1,1,1,0,0,1
15793,193422,19342201,9,2,450,520,0,0,1,0,0,1
15794,173312,17331201,11,19,470,473,0,0,1,0,0,1
15797,180344,18034404,13,6,447,500,0,0,1,0,1,0
15798,180344,18034402,0,12,437,449,1,0,1,1,1,0
15799,180344,18034401,5,5,476,528,0,0,1,0,1,0
15801,203457,20345701,12,23,460,494,1,0,1,1,0,1
15802,234628,23462803,9,0,497,547,0,0,1,0,0,1
15803,203457,20345703,15,19,433,454,0,0,1,1,0,1
15805,203452,20345204,5,28,437,489,1,0,1,1,0,1
15806,234628,23462802,20,4,455,494,0,0,1,0,0,1
15807,189378,18937802,2,9,451,473,0,0,1,0,0,1
15808,189382,18938202,15,20,470,513,0,0,1,0,0,0
15810,189396,18939602,4,2,439,500,0,0,1,1,0,1
15812,189396,18939602,4,4,413,429,0,0,1,1,0,1
15813,189382,18938202,15,1,448,463,1,0,1,0,0,0
15815,189396,18939601,5,12,422,494,1,0,1,0,0,1
15817,257899,25789901,13,4,430,463,1,0,1,0,0,1
15818,189382,18938203,14,8,443,528,1,0,1,0,0,0
15819,189378,18937804,12,3,411,478,0,0,1,0,0,1
15820,189378,18937804,12,5,442,484,0,0,1,1,0,1
15821,189396,18939603,12,35,421,459,0,0,1,0,0,1
15822,189396,18939603,12,4,407,454,1,0,1,1,0,1
15824,189396,18939603,12,17,384,444,1,0,1,1,0,1
15826,189382,18938202,15,23,443,478,0,0,1,0,0,0
15828,203457,20345701,12,13,460,520,1,0,1,1,0,1
15829,230612,23061203,6,2,437,494,1,0,1,0,0,1
15831,170295,17029501,19,10,463,559,1,0,1,1,0,1
15832,170295,17029502,14,25,428,423,0,0,1,1,0,1
15833,221574,22157402,8,10,390,399,1,0,1,1,0,1
15834,201449,20144902,12,5,439,459,0,0,1,0,0,1
15835,201449,20144901,4,7,463,513,1,0,1,0,0,1
15837,162184,16218402,5,2,413,459,0,0,1,0,0,1
15838,203452,20345203,19,2,554,513,0,0,1,0,0,1
15839,203452,20345204,5,6,419,444,1,0,1,1,0,1
15840,203457,20345703,15,15,468,478,1,0,1,0,0,1
15841,203452,20345201,19,6,398,454,1,0,1,1,0,1
15842,212522,21252204,17,18,485,602,0,0,1,0,1,0
15843,128079,12807901,8,5,393,439,1,0,1,1,0,1
15844,128079,12807901,8,7,431,454,1,0,1,1,0,1
15845,205492,20549201,0,31,416,459,1,0,1,1,0,0
15846,191411,19141103,13,3,497,576,0,0,1,1,0,1
15848,161183,16118304,10,5,490,528,0,0,1,0,0,1
15851,205491,20549103,3,5,436,513,0,0,1,0,0,0
15852,161183,16118301,12,4,430,454,0,0,1,0,0,1
15853,234628,23462805,8,3,419,489,0,0,1,0,0,1
15856,205490,20549001,3,5,434,473,1,1,1,1,1,0
15857,212522,21252201,NA,8,440,468,0,0,0,0,1,0
15860,161183,16118303,6,6,474,626,1,0,1,0,0,1
15861,130085,13008504,11,16,434,473,1,0,1,0,0,0
15862,205489,20548904,10,4,458,489,1,0,1,0,0,0
15863,205492,20549201,0,17,434,454,1,1,1,0,0,0
15864,205490,20549003,12,2,391,418,1,1,1,1,1,0
15865,205492,20549201,0,3,408,478,0,1,1,1,0,0
15866,205490,20549003,12,3,380,405,0,1,1,1,1,0
15867,130085,13008504,11,0,390,399,1,0,1,1,0,0
15868,205488,20548802,12,11,442,494,1,0,1,0,0,0
15870,128068,12806801,12,38,416,463,0,0,1,0,0,1
15871,205491,20549103,3,1,468,536,1,0,1,0,0,0
15872,128068,12806802,1,12,407,434,0,0,1,0,0,1
15873,205491,20549101,0,15,480,528,1,0,1,0,0,0
15874,212522,21252203,21,14,455,576,0,0,1,0,1,0
15875,205492,20549203,24,8,518,626,1,1,1,1,0,0
15876,203457,20345702,9,9,450,468,1,0,1,0,0,1
15877,203457,20345702,9,12,450,468,1,0,1,0,0,1
15878,205492,20549203,24,48,414,506,1,0,1,1,0,0
15879,212522,21252202,13,17,430,500,1,0,1,1,1,0
15880,244776,24477607,7,22,433,444,1,1,1,1,1,0
15882,130085,13008502,7,13,445,484,0,0,1,0,0,0
15883,208501,20850101,13,6,419,468,1,0,1,0,0,1
15884,208503,20850301,8,5,419,484,1,0,1,0,0,1
15885,208501,20850101,13,15,424,473,1,0,1,0,0,1
15886,208503,20850302,8,22,407,444,1,0,1,1,0,1
15887,230612,23061201,6,0,451,506,0,0,1,0,0,1
15889,208501,20850102,12,14,427,439,1,0,1,1,0,1
15892,208503,20850301,8,19,410,444,0,0,1,0,0,1
15893,208501,20850104,5,4,447,489,1,0,1,1,0,1
15894,208501,20850104,5,11,428,489,0,0,1,1,0,1
15895,221571,22157101,3,7,380,434,0,0,0,0,0,1
15896,208501,20850104,5,9,434,484,0,0,1,0,0,1
15898,209510,20951003,13,8,514,484,1,0,1,1,0,1
15901,212522,21252202,13,7,425,489,0,0,1,1,1,0
15902,215533,21553302,15,17,495,547,1,0,1,1,0,1
15903,215533,21553301,3,8,474,626,0,0,1,0,0,1
15905,215533,21553304,9,15,470,576,1,0,1,1,0,1
15906,193422,19342201,9,7,424,528,0,0,1,1,0,1
15907,193422,19342201,9,3,436,484,0,1,1,1,0,1
15908,193422,19342203,11,17,416,468,1,0,1,1,0,1
15909,216536,21653601,2,4,445,489,0,0,1,0,0,1
15911,193422,19342203,11,5,416,439,1,0,1,1,0,1
15912,180344,18034405,1,4,414,418,1,1,1,1,1,0
15913,193423,19342304,13,17,430,494,0,0,1,0,0,1
15914,159171,15917105,16,10,510,547,1,0,1,0,0,1
15916,180344,18034403,11,21,451,506,0,0,1,0,1,0
15917,215533,21553301,3,14,414,520,1,0,1,1,0,1
15918,180344,18034404,13,10,453,513,0,0,1,0,1,0
15919,159171,15917103,10,4,500,500,1,0,1,0,0,1
15920,215533,21553301,3,2,403,423,0,1,1,1,0,1
15921,159171,15917104,6,1,461,500,0,1,1,0,0,1
15922,170295,17029504,1,5,425,454,0,0,1,0,0,1
15923,170295,17029504,1,21,408,429,0,0,1,0,0,1
15924,230612,23061203,6,5,434,506,0,0,1,1,0,1
15926,170295,17029502,14,3,437,500,1,0,1,0,0,1
15927,159171,15917102,8,3,413,468,0,1,1,1,0,1
15928,221574,22157404,2,1,434,478,1,0,1,1,0,1
15931,221571,22157103,13,14,424,429,1,1,1,1,0,1
15932,221571,22157104,21,3,400,423,0,0,1,0,0,1
15934,209510,20951001,8,6,431,478,0,0,0,0,0,1
15935,221571,22157103,13,16,393,423,1,1,1,1,0,1
15936,208503,20850303,3,13,418,513,1,0,1,0,0,1
15937,209510,20951002,3,16,424,494,0,0,1,0,0,1
15938,230612,23061203,6,3,390,399,1,0,1,1,0,1
15939,221574,22157402,8,5,386,375,0,0,1,1,0,1
15940,221571,22157105,7,10,378,418,1,0,1,0,0,1
15941,212522,21252203,21,7,458,494,0,0,1,0,1,0
15942,201449,20144902,12,8,428,463,1,0,1,1,0,1
15943,225585,22558504,13,17,428,506,1,0,1,0,0,1
15944,225585,22558503,13,4,395,399,1,0,0,1,0,1
15945,201449,20144906,7,0,465,528,0,0,1,1,0,1
15947,225585,22558503,13,25,402,399,1,0,0,0,0,1
15949,225585,22558501,13,30,419,459,0,0,1,0,0,1
15950,225585,22558503,13,23,419,459,0,0,0,0,0,1
15951,225585,22558502,15,28,413,423,1,0,1,1,0,1
15952,225585,22558502,15,1,497,484,1,0,1,0,0,1
15953,225585,22558501,13,16,407,449,1,0,1,0,0,1
15954,228606,22860602,13,17,405,392,1,0,1,1,0,1
15955,228606,22860603,12,5,414,468,1,0,1,1,0,1
15956,231616,23161601,12,10,442,468,1,0,1,1,0,1
15957,261927,26192701,11,2,450,520,0,0,1,0,0,1
15960,261927,26192703,3,10,430,500,0,0,1,1,0,1
15962,261927,26192702,13,16,430,468,1,0,1,0,0,1
15963,234628,23462803,9,11,445,478,0,0,1,1,0,1
15964,168211,16821104,8,2,436,439,1,0,1,1,0,1
15965,168211,16821104,8,3,425,473,0,0,1,0,0,1
15966,244799,24479904,6,1,402,454,0,1,1,0,0,0
15967,244727,24472703,12,1,428,463,1,1,0,0,0,0
15969,193422,19342202,8,14,411,513,1,0,1,1,0,1
15970,166203,16620301,11,11,442,520,0,0,1,0,1,0
15971,218562,21856203,11,8,456,468,0,0,1,0,1,0
15972,218562,21856203,11,4,398,449,0,0,1,1,1,0
15973,218562,21856203,11,3,431,463,1,0,1,0,1,0
15974,218562,21856203,11,7,393,418,1,0,1,1,1,0
15975,244764,24476402,13,3,402,459,1,1,0,1,1,0
15976,169219,16921902,12,13,447,547,0,0,1,1,0,0
15977,244818,24481804,9,7,453,500,0,0,0,0,1,0
15978,244723,24472301,17,10,407,392,0,1,1,1,1,0
15980,244796,24479603,21,9,418,454,0,1,0,1,1,0
15981,244745,24474504,15,12,447,494,0,0,0,0,0,0
15983,244776,24477604,9,7,447,520,0,1,0,1,1,0
15984,244708,24470805,2,13,407,439,1,1,1,1,1,0
15985,244776,24477605,2,7,413,449,1,1,1,1,1,0
15986,244764,24476402,13,10,413,468,0,1,0,1,1,0
15987,244728,24472802,6,2,419,478,0,1,0,1,1,0
15988,244723,24472301,17,12,408,423,0,1,1,1,1,0
15989,244697,24469704,22,14,419,444,0,1,1,1,1,0
15990,244727,24472702,4,8,388,399,1,1,1,1,0,0
15991,244839,24483905,11,4,422,468,0,1,0,0,0,0
15992,228606,22860601,8,12,425,478,0,0,1,0,0,1
15996,244806,24480602,20,1,465,489,0,1,0,1,1,0
15997,128079,12807901,8,3,418,463,0,0,1,1,0,1
15999,244697,24469703,5,10,421,434,0,1,1,1,1,0
16000,244708,24470804,3,5,388,392,1,1,0,1,1,0
16001,244801,24480104,20,4,418,473,1,1,1,0,0,0
16002,244728,24472802,6,0,418,463,0,1,0,1,1,0
16003,244776,24477604,9,13,451,528,0,1,0,0,1,0
16004,244776,24477604,9,6,434,494,0,1,0,1,1,0
16007,244697,24469703,5,7,398,459,1,1,1,1,1,0
16008,244818,24481801,10,14,433,473,1,0,0,0,1,0
16009,244708,24470803,2,1,437,468,1,1,1,1,1,0
16011,244697,24469702,1,28,410,459,0,1,1,1,1,0
16012,244755,24475506,16,25,418,423,0,1,0,1,1,0
16014,244839,24483904,0,2,463,559,0,1,1,1,0,0
16016,244697,24469704,22,8,421,478,1,1,1,1,1,0
16017,244831,24483101,12,1,413,429,0,1,0,1,0,0
16020,244723,24472305,8,8,413,449,1,1,1,1,1,0
16021,244755,24475506,16,20,434,434,1,1,0,1,1,0
16025,252885,25288502,10,5,422,449,0,0,1,0,0,1
16026,252885,25288503,5,12,507,506,0,0,1,0,0,1
16028,259915,25991502,15,NA,436,494,0,0,1,0,0,1
16030,259915,25991503,5,8,439,473,1,0,1,0,0,1
16031,252885,25288504,9,1,418,506,0,0,1,0,0,1
16032,252885,25288504,9,15,448,506,1,0,1,0,0,1
16033,165199,16519901,12,9,490,626,1,0,1,0,1,0
16036,257905,25790507,11,6,461,500,1,0,1,0,1,0
16037,257899,25789905,12,8,402,463,0,0,1,1,0,1
16038,257905,25790504,5,14,480,520,1,0,1,0,1,0
16039,257899,25789902,13,7,463,536,0,0,1,1,0,1
16040,257899,25789902,13,3,405,459,1,0,1,0,0,1
16041,257905,25790501,7,1,448,506,0,0,1,1,1,0
16042,257899,25789905,12,19,458,468,1,0,1,0,0,1
16044,257905,25790507,11,13,447,463,1,0,1,0,1,0
16046,257905,25790505,14,20,470,500,0,0,1,0,1,0
16047,257905,25790501,7,14,421,484,1,0,1,1,1,0
16048,257905,25790506,8,6,442,463,1,0,1,0,1,0
16049,257899,25789903,8,17,433,473,1,0,1,0,0,1
16050,257905,25790507,11,15,472,463,0,0,1,1,1,0
16051,253888,25388801,13,16,425,444,1,0,1,0,0,1
16053,257905,25790501,7,11,430,444,1,0,1,1,1,0
16054,257905,25790504,5,19,427,454,1,0,1,0,1,0
16056,259915,25991502,15,9,433,528,1,0,1,1,0,1
16057,193422,19342201,9,38,437,478,0,0,1,1,0,1
16059,221574,22157401,1,29,410,444,1,0,1,0,0,1
16060,216536,21653604,22,13,424,484,1,0,1,1,0,1
16061,252885,25288504,9,2,433,520,1,0,1,0,0,1
16062,161183,16118305,8,5,445,513,0,0,1,0,0,1
16063,212522,21252202,13,15,425,484,1,0,1,0,1,0
16064,234628,23462805,8,13,476,478,1,0,1,0,0,1
16065,112038,11203801,12,0,391,418,0,1,1,1,1,0
16066,166203,16620303,5,24,414,423,0,1,1,1,1,0
16067,112038,11203802,6,1,390,434,1,1,1,1,1,0
16068,128076,12807603,7,11,428,513,1,0,1,0,0,0
16069,130085,13008503,8,14,395,463,1,0,1,0,0,0
16070,128068,12806801,12,4,451,536,0,0,1,0,0,1
16071,128068,12806803,11,11,434,449,1,0,1,1,0,1
16072,128076,12807603,7,3,416,454,0,0,1,0,0,0
16074,128076,12807601,0,8,450,489,1,0,1,0,0,0
16075,169229,16922907,12,7,437,520,0,0,1,0,0,0
16076,159171,15917101,10,0,448,513,0,0,1,1,0,1
16078,159171,15917105,16,9,492,576,1,0,1,1,0,1
16079,161183,16118302,10,15,437,484,1,0,1,1,0,1
16080,161183,16118306,16,0,472,520,1,0,1,0,0,1
16081,161176,16117602,2,25,393,423,1,0,1,0,0,1
16082,161176,16117601,20,28,416,454,1,0,1,0,0,1
16084,162184,16218402,5,18,388,449,0,0,1,1,0,1
16085,112038,11203802,6,0,414,484,1,0,1,1,1,0
16087,164198,16419801,13,2,421,449,0,0,1,0,0,1
16089,164198,16419802,12,0,403,473,0,0,1,0,0,1
16090,165199,16519901,12,8,450,559,1,0,1,0,1,0
16091,164198,16419801,13,11,430,478,0,0,1,0,0,1
16092,166203,16620302,13,0,400,429,1,0,1,1,1,0
16093,168211,16821105,14,17,410,444,0,0,1,1,0,1
16094,168214,16821403,16,10,421,459,0,0,1,0,0,1
16096,123056,12305602,6,9,422,484,0,0,1,0,0,1
16097,168211,16821104,8,24,393,429,0,0,1,0,0,1
16099,168211,16821105,14,64,403,459,0,0,1,1,0,1
16100,168214,16821401,6,7,487,547,1,0,1,0,0,1
16102,168214,16821402,6,3,468,520,0,0,1,0,0,1
16104,168211,16821103,15,2,433,473,0,0,1,0,0,1
16105,123056,12305603,16,7,425,494,0,0,1,0,0,1
16106,234628,23462801,9,28,430,473,1,0,1,1,0,1
16107,168211,16821104,8,3,397,423,0,0,1,0,0,1
16108,168211,16821102,27,19,436,500,1,0,1,0,0,1
16109,168211,16821101,10,16,414,489,0,0,1,0,0,1
16110,169219,16921903,18,15,418,478,0,0,1,0,0,0
16111,252885,25288501,14,4,460,513,0,0,1,0,0,1
16113,264945,26494504,5,2,445,513,0,0,1,0,0,0
16114,201449,20144904,7,6,461,536,0,0,1,0,0,1
16118,112038,11203802,6,10,410,454,0,0,1,0,1,0
16119,112038,11203803,17,13,410,454,0,0,1,0,1,0
16120,169229,16922904,5,10,442,473,0,0,0,0,0,0
16125,209510,20951001,8,23,430,463,0,0,0,0,0,1
16126,169280,16928003,7,1,421,418,1,1,1,0,0,0
16127,169231,16923101,9,0,418,513,0,1,1,1,1,0
16128,201449,20144903,6,5,419,418,0,0,1,1,0,1
16129,169229,16922903,13,10,495,528,0,0,1,0,0,0
16130,169280,16928002,13,1,453,494,0,0,1,0,0,0
16131,225585,22558501,13,10,455,520,0,0,1,0,0,1
16132,264945,26494504,5,2,532,547,0,0,1,0,0,0
16136,191411,19141101,8,0,424,459,1,0,1,1,0,1
16137,169231,16923101,9,24,411,478,0,1,1,1,1,0
16139,169280,16928002,13,3,474,494,1,0,1,0,0,0
16142,264945,26494502,3,16,428,423,0,0,1,0,0,0
16143,169280,16928003,7,15,427,459,1,0,1,1,0,0
16145,201449,20144901,4,17,470,520,0,0,1,0,0,1
16146,169229,16922907,12,4,480,520,1,0,1,0,0,0
16147,169229,16922904,5,23,410,418,0,1,0,0,0,0
16148,169231,16923101,9,NA,424,449,0,1,1,0,1,0
16149,262937,26293703,18,13,451,489,1,0,1,0,0,0
16150,252885,25288503,5,1,439,513,1,0,1,0,0,1
16152,169229,16922903,13,14,436,459,0,0,1,0,0,0
16153,169229,16922901,15,5,518,626,1,0,1,0,0,0
16154,262937,26293702,15,16,451,536,0,0,1,0,0,0
16156,264945,26494501,17,1,450,536,1,0,1,0,0,0
16157,169219,16921903,18,10,418,494,0,0,1,0,0,0
16158,169231,16923102,9,8,410,405,1,0,1,1,1,0
16159,170295,17029501,19,14,483,520,0,0,1,0,0,1
16161,180344,18034403,11,11,416,459,1,0,1,0,1,0
16162,173312,17331203,13,3,480,602,0,0,1,0,0,1
16164,173312,17331202,11,17,472,478,0,0,1,0,0,1
16165,166203,16620303,5,34,398,418,0,0,1,1,1,0
16166,166203,16620303,5,5,403,444,0,0,1,0,1,0
16168,180344,18034404,13,7,437,494,0,0,1,0,1,0
16169,180344,18034402,0,3,421,439,1,1,1,1,1,0
16170,180344,18034401,5,3,427,444,0,1,1,1,1,0
16171,208501,20850103,12,13,436,454,1,0,1,0,0,1
16172,180344,18034403,11,1,461,547,0,0,1,1,1,0
16173,203457,20345702,9,45,442,494,1,0,1,0,0,1
16174,203457,20345703,15,11,448,484,0,0,1,0,0,1
16175,203452,20345204,5,6,447,473,1,0,1,0,0,1
16176,205492,20549202,3,22,468,494,1,0,1,0,0,0
16178,189382,18938201,17,8,436,463,0,0,1,0,0,0
16179,189378,18937803,5,5,427,473,1,0,1,1,0,1
16180,189396,18939602,4,7,408,494,0,0,1,0,0,1
16181,189382,18938203,14,14,458,513,0,0,1,0,0,0
16182,189378,18937801,17,15,430,520,0,0,1,0,0,1
16184,218562,21856204,0,12,425,478,0,0,1,1,1,0
16185,168211,16821105,14,20,413,418,0,0,1,1,0,1
16186,123056,12305602,6,9,453,520,1,0,1,0,0,1
16187,189382,18938204,7,8,460,484,0,0,1,0,0,0
16188,189378,18937803,5,21,431,459,1,0,1,1,0,1
16189,189382,18938203,14,6,627,576,1,0,1,0,0,0
16190,189396,18939603,12,12,424,423,1,0,1,1,0,1
